entity_type	entity	needs_review	description_source	description_words	empty_description
DISEASE	reticular dysgenesis	0	MONDO	39	0
DISEASE	reticular veins	1	standard	24	0
DISEASE	reticulum cell sarcoma	0	MONDO	4	0
DISEASE	retinal arterial tortuosity	1	MONDO	14	0
DISEASE	retinal cone dystrophy 4	0	MONDO	17	0
DISEASE	retinal degeneration	1	standard	40	0
DISEASE	retinal degeneration and epilepsy	1	Orphanet	77	0
DISEASE	retinal dystrophy	1	standard	35	0
DISEASE	retinal vein occlusion	1	standard	23	0
DISEASE	retinitis	1	standard	27	0
DISEASE	retinitis pigmentosa	1	MedGen	52	0
DISEASE	retinitis pigmentosa 4	0	MONDO	17	0
DISEASE	retinitis pigmentosa 9	0	MONDO	17	0
DISEASE	retinoblastoma	1	standard	100	0
DISEASE	retinopathy	1	standard	7	0
DISEASE	retinopathy of prematurity	1	standard	63	0
DISEASE	retinopathy of prematurity (rop)	1	alias_disease	30	0
DISEASE	rett syndrome	1	standard	61	0
DISEASE	reverse vitamin k antagonist activity in patients with acute major bleeds	0	modified_disease	35	0
DISEASE	reye syndrome	1	standard	44	0
DISEASE	reynolds syndrome	0	MONDO	18	0
DISEASE	rh deficiency syndrome	0	MONDO	181	0
DISEASE	rh isoimmunization	1	standard	45	0
DISEASE	rh-incompatible pregnancy	0	corrected_overlay	11	0
DISEASE	rhabdomyosarcoma	1	standard	103	0
DISEASE	rhabdomyosarcoma with tfcp2 rearrangement	1	standard	56	0
DISEASE	rheumatic disorder	0	standard	18	0
DISEASE	rheumatic fever	1	standard	49	0
DISEASE	rheumatic heart disease	1	standard	27	0
DISEASE	rheumatism	1	standard	17	0
DISEASE	rheumatoid arthritis	1	standard	46	0
DISEASE	rhinitis	1	standard	12	0
DISEASE	rhinitis seasonal	1	standard	30	0
DISEASE	rhinoscleroma	1	standard	39	0
DISEASE	rhizomelic dysplasia, ain-naz type	0	standard	33	0
DISEASE	rhizomucor pusillus infection	0	corrected_overlay	11	0
DISEASE	rho (d)-negative individuals transfused with rh0(d)-positive red blood cells (rbcs) or blood components containing rh0(d)-positive rbcs	1	modified_disease	45	0
DISEASE	rhytide of glabellar skin	1	standard	41	0
DISEASE	rickets	1	standard	53	0
DISEASE	rickettsia infections	0	standard	5	0
DISEASE	rickettsial infections	0	corrected_overlay	14	0
DISEASE	rickettsialpox	1	standard	23	0
DISEASE	rickettsiosis	1	standard	5	0
DISEASE	rifampicin-resistant tuberculosis	1	modified_disease	42	0
DISEASE	right ventricular outlet tract obstruction	0	standard	16	0
DISEASE	rigid spine muscular dystrophy 1	0	MONDO	80	0
DISEASE	rigidity	1	standard	56	0
DISEASE	riley-day syndrome	0	MONDO	24	0
DISEASE	rippling muscle disease 2	0	MONDO	36	0
DISEASE	roberts-sc phocomelia syndrome	0	MONDO	31	0
DISEASE	rocky mountain spotted fever	1	standard	59	0
DISEASE	rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	0	MONDO	42	0
DISEASE	rosacea	1	standard	72	0
DISEASE	rotavirus gastroenteritis	1	standard	35	0
DISEASE	rotavirus infection	1	standard	21	0
DISEASE	rotor syndrome	0	MONDO	20	0
DISEASE	round cell sarcoma with ewsr1-nfatc2 gene fusion	1	standard	17	0
DISEASE	roundworm infections	0	corrected_overlay	19	0
DISEASE	roussy-levy syndrome	1	MedGen	42	0
DISEASE	rubella	1	standard	24	0
DISEASE	salivary gland carcinoma	1	standard	25	0
DISEASE	salmonellosis	1	standard	7	0
DISEASE	salpingitis	1	standard	36	0
DISEASE	salt retention	0	corrected_overlay	12	0
DISEASE	salt-losing adrenogenital syndrome	1	standard	54	0
DISEASE	sandhoff disease	0	MONDO	32	0
DISEASE	sarcoidosis	1	standard	38	0
DISEASE	sarcoidosis, susceptibility to, 1	0	MONDO	16	0
DISEASE	sarcoma	1	standard	15	0
DISEASE	sarcosinemia	0	MONDO	21	0
DISEASE	scabies	1	standard	40	0
DISEASE	scalp dermatoses	0	standard	5	0
DISEASE	scalp dermatosis	0	standard	5	0
DISEASE	scapulohumeral periarthritis	1	standard	10	0
DISEASE	scarlet fever	1	standard	18	0
DISEASE	scedosporium apiospermum infection	1	standard	23	0
DISEASE	scheie syndrome	1	standard	51	0
DISEASE	schinzel-giedion syndrome	0	MONDO	27	0
DISEASE	schistosoma mansoni infection, susceptibility/resistance to	0	MONDO	12	0
DISEASE	schistosoma mansoni infectious disease	0	standard	8	0
DISEASE	schistosomiasis	1	standard	66	0
DISEASE	schizencephaly	0	MONDO	51	0
DISEASE	schizoaffective disorder	1	standard	25	0
DISEASE	schizophrenia	1	standard	23	0
DISEASE	schizophrenia 1	1	MedGen	16	0
DISEASE	schizophrenia 10	0	MONDO	16	0
DISEASE	schizophrenia 15	0	MONDO	14	0
DISEASE	schizophrenia 18	0	MONDO	14	0
DISEASE	schizophrenia 3	1	MedGen	16	0
DISEASE	schizophrenia 4	1	MedGen	16	0
DISEASE	schizophrenia 5	1	MedGen	12	0
DISEASE	schizophrenia 6	0	MONDO	16	0
DISEASE	schizophrenia 7	1	MedGen	16	0
DISEASE	schizophrenia 8	1	MedGen	16	0
DISEASE	schizophrenia 9	1	MedGen	14	0
DISEASE	schnyder corneal dystrophy	0	MONDO	29	0
DISEASE	schwartz-jampel syndrome type 1	1	MedGen	88	0
DISEASE	sciatica	1	standard	49	0
DISEASE	scleral disease	1	standard	19	0
DISEASE	scleritis	1	standard	110	0
DISEASE	scleroderma	1	standard	49	0
DISEASE	scorpion envenomation	1	standard	12	0
DISEASE	scott syndrome	0	MONDO	19	0
DISEASE	scrapes	0	corrected_overlay	23	0
DISEASE	scrotal pruritus	0	corrected_overlay	9	0
DISEASE	scrub typhus	1	standard	51	0
DISEASE	scurvy	1	standard	50	0
DISEASE	seasonal affective disorder	1	standard	57	0
DISEASE	seasonal allergic conjunctivitis	0	corrected_overlay	10	0
DISEASE	seasonal allergic rhinitis	1	standard	30	0
DISEASE	seborrheic dermatitis	1	standard	48	0
DISEASE	seborrheic keratosis	1	standard	29	0
DISEASE	second-degree burns	1	standard	10	0
DISEASE	secondarily generalized seizures	1	standard	59	0
DISEASE	secondary adrenal insufficiency	1	standard	31	0
DISEASE	secondary adrenocortical insufficiency	1	standard	56	0
DISEASE	secondary amenorrhea	1	standard	40	0
DISEASE	secondary glaucoma	1	standard	24	0
DISEASE	secondary headache	1	standard	26	0
DISEASE	secondary hyperparathyroidism	1	standard	37	0
DISEASE	secondary hyperparathyroidism of renal origin	1	standard	13	0
DISEASE	secondary hypothyroidism	1	standard	55	0
DISEASE	secondary infections	0	standard	29	0
DISEASE	secondary progressive multiple sclerosis	1	modified_disease	24	0
DISEASE	secondary skin infections	1	standard	44	0
DISEASE	secondary syphilis	1	standard	31	0
DISEASE	secretory diarrhea	1	standard	14	0
DISEASE	seizure cluster	1	standard	23	0
DISEASE	seizures	1	standard	39	0
DISEASE	seizures, benign familial neonatal, 1	0	MONDO	18	0
DISEASE	seizures, benign familial neonatal, 2	0	MONDO	18	0
DISEASE	seizures, benign familial neonatal, 3	1	MeSH	39	0
DISEASE	selenium deficiency	0	corrected_overlay	11	0
DISEASE	selenium poisoning	0	corrected_overlay	8	0
DISEASE	self-limited childhood occipital epilepsy	0	MONDO	79	0
DISEASE	self-limited epilepsy with centrotemporal spikes	1	MedGen	198	0
DISEASE	semantic dementia	1	MedGen	18	0
DISEASE	sengers syndrome	0	MONDO	25	0
DISEASE	senile pruritus	0	corrected_overlay	13	0
DISEASE	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	0	MONDO	46	0
DISEASE	sensory peripheral neuropathy	1	standard	7	0
DISEASE	sepsis	1	standard	44	0
DISEASE	septic abortion	0	standard	28	0
DISEASE	septic arthritis	1	standard	10	0
DISEASE	septic shock	1	standard	28	0
DISEASE	septicemic plague	1	standard	38	0
DISEASE	serious respiratory tract infections	1	standard	15	0
DISEASE	serratia infections	0	standard	7	0
DISEASE	serratia marcescens infection	1	standard	22	0
DISEASE	serum sickness	1	standard	43	0
DISEASE	severe acne	1	modified_disease	22	0
DISEASE	severe active rheumatoid arthritis	1	modified_disease	23	0
DISEASE	severe alopecia areata	1	curated_standard_definition	33	0
DISEASE	severe anxiety	1	modified_disease	18	0
DISEASE	severe aplastic anemia	1	modified_disease	18	0
DISEASE	severe asthma	1	modified_disease	44	0
DISEASE	severe combined immunodeficiency	1	modified_disease	28	0
DISEASE	severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-negative, nk cell-negative, due to adenosine deaminase deficiency	1	modified_disease	43	0
DISEASE	severe congenital neutropenia	0	modified_disease	67	0
DISEASE	severe congenital protein c deficiency	1	modified_disease	34	0
DISEASE	severe dehydration	1	modified_disease	22	0
DISEASE	severe dementia	0	modified_disease	33	0
DISEASE	severe dermatitis-multiple allergies-metabolic wasting syndrome	1	MONDO	16	0
DISEASE	severe diarrhea	1	modified_disease	20	0
DISEASE	severe eosinophilic asthma	1	modified_disease	25	0
DISEASE	severe erythema multiforme (stevens-johnson syndrome)	1	modified_disease	43	0
DISEASE	severe hemophilia a (congenital factor viii deficiency)	1	modified_disease	25	0
DISEASE	severe hypoglycaemia	1	modified_disease	14	0
DISEASE	severe hypoglycemia	1	modified_disease	14	0
DISEASE	severe infections caused by susceptible strains of methicillin-resistant staphylococci	0	manual_modified_disease	26	0
DISEASE	severe insulin resistance	1	modified_disease	40	0
DISEASE	severe liver disease	1	modified_disease	22	0
DISEASE	severe malaria	1	modified_disease	35	0
DISEASE	severe pain	1	modified_disease	28	0
DISEASE	severe primary insulin-like growth factor deficiency (igf)	0	corrected_overlay	10	0
DISEASE	severe recalcitrant nodular acne	1	modified_disease	27	0
DISEASE	severe recalcitrant plaque psoriasis	1	modified_disease	28	0
DISEASE	severe seborrheic dermatitis of the scalp	1	modified_disease	21	0
DISEASE	severe sepsis	1	modified_disease	17	0
DISEASE	severe vision loss	1	modified_disease	18	0
DISEASE	severe x-linked mitochondrial encephalomyopathy	0	MONDO	34	0
DISEASE	severely active ulcerative colitis	1	standard	43	0
DISEASE	sexual dysfunction	1	standard	13	0
DISEASE	sezary syndrome	1	standard	30	0
DISEASE	sheehan syndrome	1	standard	46	0
DISEASE	shift work disorder	0	standard	42	0
DISEASE	shigellosis	1	standard	48	0
DISEASE	shivering	1	standard	20	0
DISEASE	shock	1	standard	12	0
DISEASE	short bowel syndrome	1	standard	19	0
DISEASE	short stature	1	standard	33	0
DISEASE	short stature homeobox deficiency	0	standard	42	0
DISEASE	shox-related short stature	1	standard	115	0
DISEASE	shunt infection	1	standard	79	0
DISEASE	shwachman-diamond syndrome 1	0	MONDO	18	0
DISEASE	sialorrhea	1	standard	3	0
DISEASE	sialuria	0	MONDO	59	0
DISEASE	sicca syndrome	1	standard	57	0
DISEASE	sickle cell anemia	1	standard	26	0
DISEASE	sickle cell disease	1	standard	26	0
DISEASE	sideroblastic anemia 2	1	MONDO	14	0
DISEASE	silicosis	1	standard	26	0
DISEASE	simple (nontoxic) goiter	1	standard	40	0
DISEASE	simple obesity	0	standard	9	0
DISEASE	sinus tachycardia	1	standard	44	0
DISEASE	sinusitis	1	standard	13	0
DISEASE	sinusoidal obstruction syndrome (sos)	0	alias_disease	18	0
DISEASE	sitosterolemia	1	standard	52	0
DISEASE	sitosterolemia 1	1	MedGen	154	0
DISEASE	sjogren syndrome	1	MedGen	36	0
DISEASE	sjogren's syndrome	1	standard	57	0
DISEASE	sjogren-larsson syndrome	1	MedGen	37	0
DISEASE	skeletal defects, genital hypoplasia, and intellectual disability	1	MONDO	18	0
DISEASE	skeletal muscle relaxation	0	corrected_overlay	28	0
DISEASE	skin abscess	1	standard	53	0
DISEASE	skin and skin structure infections	1	standard	21	0
DISEASE	skin basal cell carcinoma	1	standard	111	0
DISEASE	skin cancer	1	standard	6	0
DISEASE	skin carcinoma in situ	1	standard	10	0
DISEASE	skin diseases	0	standard	6	0
DISEASE	skin diseases, bacterial	1	modified_disease	17	0
DISEASE	skin disorder	1	standard	25	0
DISEASE	skin fissure	0	standard	6	0
DISEASE	skin infection	1	standard	55	0
DISEASE	skin irritation	0	standard	26	0
DISEASE	skin lesions	0	corrected_overlay	17	0
DISEASE	skin melanoma	1	standard	40	0
DISEASE	skin neoplasm	1	standard	6	0
DISEASE	skin pigmentation	1	standard	4	0
DISEASE	skin squamous cell carcinoma	1	standard	28	0
DISEASE	skin squamous cell carcinoma metastatic	0	corrected_overlay	9	0
DISEASE	skin ulcer	1	standard	8	0
DISEASE	skin ulcers	0	standard	8	0
DISEASE	skin wrinkling	1	standard	41	0
DISEASE	sleep onset insomnia	0	standard	23	0
DISEASE	sleep-onset insomnia	0	standard	23	0
DISEASE	sly syndrome	1	standard	22	0
DISEASE	sm-ahnmd	1	standard	26	0
DISEASE	small bowel bacterial overgrowth syndrome	1	standard	35	0
DISEASE	small cell lung cancer (sclc)	1	modified_disease	31	0
DISEASE	small cell lung carcinoma	1	modified_disease	42	0
DISEASE	small intestinal bacterial overgrowth	0	standard	35	0
DISEASE	small intestine cancer	1	standard	10	0
DISEASE	small intestine neuroendocrine neoplasm	1	standard	28	0
DISEASE	small lymphocytic lymphoma (sll)	0	alias_disease	10	0
DISEASE	smallpox	1	standard	33	0
DISEASE	smallpox infection	1	standard	17	0
DISEASE	smith-lemli-opitz syndrome	0	MONDO	14	0
DISEASE	smith-magenis syndrome	1	MedGen	194	0
DISEASE	smoking cessation behavior	0	standard	6	0
DISEASE	smooth muscle spasms	0	corrected_overlay	11	0
DISEASE	snake bites	0	standard	51	0
DISEASE	sneezing	1	standard	24	0
DISEASE	social anxiety disorder	1	standard	17	0
DISEASE	social phobia	1	standard	17	0
DISEASE	sodium deficiency (disorder)	0	corrected_overlay	27	0
DISEASE	sodium retention	1	standard	21	0
DISEASE	soft tissue infection	1	standard	74	0
DISEASE	soft tissue infections	0	standard	74	0
DISEASE	soft tissue neoplasm	1	standard	34	0
DISEASE	soft tissue sarcoma	1	standard	15	0
DISEASE	solar dermatitis	1	standard	33	0
DISEASE	solar lentigines	0	corrected_overlay	21	0
DISEASE	solar lentigo	0	standard	53	0
DISEASE	solid neoplasm	0	standard	59	0
DISEASE	solid tumors	1	standard	54	0
DISEASE	somnolence	1	standard	4	0
DISEASE	sore mouth	0	corrected_overlay	27	0
DISEASE	soreness	1	standard	11	0
DISEASE	sotos syndrome	0	MONDO	29	0
DISEASE	sour stomach	0	corrected_overlay	24	0
DISEASE	spasm	1	standard	18	0
DISEASE	spastic ataxia 1	0	MONDO	19	0
DISEASE	spastic ataxia 2	0	MONDO	71	0
DISEASE	spastic ataxia 3	0	MONDO	19	0
DISEASE	spastic ataxia 4	0	MONDO	19	0
DISEASE	spastic ataxia 5	0	MONDO	64	0
DISEASE	spastic constipation	1	standard	9	0
DISEASE	spastic paraparesis-deafness syndrome	0	MONDO	22	0
DISEASE	spastic paraplegia	1	standard	45	0
DISEASE	spastic paraplegia and evans syndrome	1	MedGen	13	0
DISEASE	spastic paraplegia, optic atrophy, and dementia	1	HPO	19	0
DISEASE	spasticity	1	standard	31	0
DISEASE	spatial memory disorder	0	standard	38	0
DISEASE	specific language impairment 5	0	MONDO	10	0
DISEASE	spermatogenic failure 3	0	MONDO	16	0
DISEASE	spermatogenic failure 4	0	MONDO	16	0
DISEASE	spermatogenic failure 5	0	MONDO	50	0
DISEASE	spermatogenic failure 7	1	MONDO	14	0
DISEASE	spermatogenic failure 8	0	MONDO	16	0
DISEASE	spermatogenic failure 9	0	MONDO	16	0
DISEASE	spina bifida	1	standard	95	0
DISEASE	spinal cord compression	1	standard	51	0
DISEASE	spinal cord disorder	1	standard	34	0
DISEASE	spinal cord injury	1	standard	19	0
DISEASE	spinal muscular atrophy	1	standard	59	0
DISEASE	spinal muscular atrophy (sma)	1	alias_disease	35	0
DISEASE	spinal muscular atrophy, type 1	1	modified_disease	85	0
DISEASE	spinal muscular atrophy, type ii	1	standard	70	0
DISEASE	spinal muscular atrophy, type iii	1	standard	70	0
DISEASE	spinocerebellar ataxia 7	1	MedGen	147	0
DISEASE	spinocerebellar ataxia type 1	1	MedGen	82	0
DISEASE	spinocerebellar ataxia type 10	0	MONDO	37	0
DISEASE	spinocerebellar ataxia type 11	0	MONDO	31	0
DISEASE	spinocerebellar ataxia type 12	0	MONDO	45	0
DISEASE	spinocerebellar ataxia type 13	0	MONDO	41	0
DISEASE	spinocerebellar ataxia type 14	0	MONDO	30	0
DISEASE	spinocerebellar ataxia type 17	1	MedGen	98	0
DISEASE	spinocerebellar ataxia type 19/22	0	MONDO	44	0
DISEASE	spinocerebellar ataxia type 2	1	MedGen	57	0
DISEASE	spinocerebellar ataxia type 21	0	MONDO	38	0
DISEASE	spinocerebellar ataxia type 23	0	MONDO	35	0
DISEASE	spinocerebellar ataxia type 26	0	MONDO	34	0
DISEASE	spinocerebellar ataxia type 27	0	MONDO	32	0
DISEASE	spinocerebellar ataxia type 28	0	MONDO	35	0
DISEASE	spinocerebellar ataxia type 29	0	MONDO	33	0
DISEASE	spinocerebellar ataxia type 31	0	MONDO	47	0
DISEASE	spinocerebellar ataxia type 35	0	MONDO	37	0
DISEASE	spinocerebellar ataxia type 36	0	MONDO	34	0
DISEASE	spinocerebellar ataxia type 4	1	MedGen	151	0
DISEASE	spinocerebellar ataxia type 5	1	MedGen	13	0
DISEASE	spinocerebellar ataxia type 6	1	MedGen	110	0
DISEASE	spirochaetales infections	1	standard	7	0
DISEASE	splenomegaly	1	standard	4	0
DISEASE	spondyloarthropathy, susceptibility to, 1	0	MONDO	18	0
DISEASE	spondyloepimetaphyseal dysplasia, bieganski type	0	MONDO	67	0
DISEASE	spondyloepiphyseal dysplasia tarda, x-linked	1	MedGen	64	0
DISEASE	spondyloperipheral dysplasia	0	MONDO	41	0
DISEASE	spongiform encephalopathy with neuropsychiatric features	1	MONDO	16	0
DISEASE	sporotrichosis	1	standard	35	0
DISEASE	sprain	1	standard	51	0
DISEASE	sprue	0	standard	37	0
DISEASE	squamous cell carcinoma	1	standard	26	0
DISEASE	squamous cell carcinoma of buccal mucosa	1	standard	9	0
DISEASE	squamous cell carcinoma of lip	1	standard	8	0
DISEASE	squamous cell carcinoma of penis	1	standard	95	0
DISEASE	squamous cell carcinoma, vulva	1	standard	107	0
DISEASE	squamous cell lung carcinoma	1	standard	22	0
DISEASE	st-elevation myocardial infarction	1	standard	48	0
DISEASE	stable angina	1	standard	26	0
DISEASE	stable coronary artery disease	1	standard	33	0
DISEASE	stage 1 chronic kidney disease	1	modified_disease	24	0
DISEASE	stage 2 chronic kidney disease	1	modified_disease	24	0
DISEASE	stage 3 chronic kidney disease	1	modified_disease	24	0
DISEASE	stage 4 chronic kidney disease	1	modified_disease	24	0
DISEASE	stage d2 metastatic carcinoma of the prostate	0	corrected_overlay	11	0
DISEASE	stage iii colon cancer	1	modified_disease	38	0
DISEASE	stage iv kidney wilms tumor	1	modified_disease	41	0
DISEASE	stage iv ovarian carcinoma	1	modified_disease	16	0
DISEASE	staphylococcal dermatitis	1	standard	14	0
DISEASE	staphylococcal endocarditis	0	corrected_overlay	21	0
DISEASE	staphylococcal enterocolitis	0	standard	8	0
DISEASE	staphylococcal infection	1	standard	7	0
DISEASE	staphylococcal infections	0	standard	7	0
DISEASE	staphylococcal meningitis	1	standard	15	0
DISEASE	staphylococcal pneumonia	1	standard	14	0
DISEASE	staphylococcal skin infections	0	standard	11	0
DISEASE	staphylococcus aureus	1	standard	25	0
DISEASE	staphylococcus aureus bloodstream infections	1	standard	11	0
DISEASE	staphylococcus aureus infection	0	corrected_overlay	12	0
DISEASE	staphylococcus epidermidis	1	standard	32	0
DISEASE	staphylococcus epidermidis infection	1	standard	11	0
DISEASE	staphylococcus haemolyticus or staphylococcus lugdunensis	1	standard	28	0
DISEASE	staphylococcus saprophyticus infection	1	standard	11	0
DISEASE	stasis dermatitis	0	standard	71	0
DISEASE	status asthmaticus	1	standard	29	0
DISEASE	status epilepticus	1	standard	116	0
DISEASE	steatorrhea	1	standard	19	0
DISEASE	stent thrombosis	0	standard	21	0
DISEASE	steroid dependent nephrotic syndrome	0	standard	43	0
DISEASE	stevens-johnson syndrome	1	standard	42	0
